%dir	flowInd	flowStat	timeFirst	timeLast	duration	srcIP	srcPort	dstIP	dstPort	l4Proto	pktsSnt	l3BytesSnt	minL3PktSz	maxL3PktSz	avgL3PktSz	stdL3PktSz	varL3PktSz	skewL3PktSz	kurL3PktSz	minIAT	maxIAT	avgIAT	stdIAT	varIAT	skewIAT	kurIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpFlags	tcpAnomaly	tcpCntF_S_R_P_A_U_E_C_FA_SA_RA_N_SF_SFR_RF_X	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS
A	24	0x0400000000004000	1750528514.181395000	1750528514.239960000	0.058565000	10.0.2.100	39996	43.175.115.126	443	6	2	100	40	60	50	14.14214	200	-1.414214	2	0	0.058565	0.0292825	0.04141171	0.001714929	1.414214	2	34.15009	1707.505	0.3333333	0.3888889	0x1001	46045	0	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0006	0x0000	0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	24	0x0400000000004001	1750528514.239940000	1750528514.239940000	0.000000000	43.175.115.126	443	10.0.2.100	39996	6	1	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	-0.3888889	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0212	0x0000	0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	31	0x0800000000008000	1750528514.275902000	1750528514.275902000	0.000000000	fd00::7cb9:edff:fe94:8a17	46798	2600:140e:6:b84::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	32	0x0800000000008000	1750528514.276177000	1750528514.276177000	0.000000000	fd00::7cb9:edff:fe94:8a17	46802	2600:140e:6:b84::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	33	0x0800000000008000	1750528514.276449000	1750528514.276449000	0.000000000	fd00::7cb9:edff:fe94:8a17	46808	2600:140e:6:b84::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	34	0x0800000000008000	1750528514.277639000	1750528514.277639000	0.000000000	fd00::7cb9:edff:fe94:8a17	46816	2600:140e:6:b84::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	35	0x0800000000008000	1750528514.277694000	1750528514.277694000	0.000000000	fd00::7cb9:edff:fe94:8a17	33994	2600:140e:6:b88::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	36	0x0800000000008000	1750528514.277722000	1750528514.277722000	0.000000000	fd00::7cb9:edff:fe94:8a17	33998	2600:140e:6:b88::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	37	0x0800000000008000	1750528514.277744000	1750528514.277744000	0.000000000	fd00::7cb9:edff:fe94:8a17	34000	2600:140e:6:b88::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	38	0x0800000000008000	1750528514.278074000	1750528514.278074000	0.000000000	fd00::7cb9:edff:fe94:8a17	34006	2600:140e:6:b88::180c	443	6	1	80	80	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0002	0x0000	0_1_0_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1440	0
A	42	0x0400000000004000	1750528514.278483000	1750528514.307100000	0.028617000	10.0.2.100	42438	23.7.213.108	443	6	2	100	40	60	50	14.14214	200	-1.414214	2	0	0.028617	0.0143085	0.02023528	0.0004094664	1.414214	2	69.88853	3494.426	0.3333333	0.3888889	0x1001	20524	0	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0006	0x0000	0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	42	0x0400000000004001	1750528514.307095000	1750528514.307095000	0.000000000	23.7.213.108	443	10.0.2.100	42438	6	1	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	-0.3888889	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0212	0x0000	0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	41	0x0400000000004000	1750528514.278459000	1750528514.307262000	0.028803000	10.0.2.100	42430	23.7.213.108	443	6	2	100	40	60	50	14.14214	200	-1.414214	2	0	0.028803	0.0144015	0.0203668	0.0004148064	1.414214	2	69.43721	3471.861	0.3333333	0.3888889	0x1001	29272	0	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0006	0x0000	0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
B	41	0x0400000000004001	1750528514.307259000	1750528514.307259000	0.000000000	23.7.213.108	443	10.0.2.100	42430	6	1	44	44	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	-0.3888889	0x1001	65535	0	64	64	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0212	0x0000	0_1_0_0_1_0_0_0_0_1_0_0_0_0_0_0	1	1	0x00000004	1460	0
A	39	0x0400000000004000	1750528514.278104000	1750528514.307327000	0.029223000	10.0.2.100	42416	23.7.213.108	443	6	2	100	40	60	50	14.14214	200	-1.414214	2	0	0.029223	0.0146115	0.02066378	0.0004269919	1.414214	2	68.43924	3421.962	0.3333333	0.3888889	0x1001	63361	0	64	64	0	0x00	0x0044	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0x0006	0x0000	0_1_1_0_0_0_0_0_0_0_0_0_0_0_0_0	1	5	0x0000011e	1460	0
