flowInd,time_first,duration,pkts_aggr,bytes_aggr,pkts_ab,pkts_ba,bytes_ab,bytes_ba,mean_Bpp_ab,mean_Bpp_ba,mean_pps_ab,mean_pps_ba,mean_pkts_asm,mean_bytes_asm,time_last,block_local,block_label,label,family,mdoh,session,block,spills_into_next_block,next_block_label,label_contaminated
422,1790003705.438868,86.1926679611206,284,28560,152,132,6872,21688,45.21052631578947,164.3030303030303,1.7634910671121524,1.5314527688079218,0.4647887323943662,0.7593837535014005,1790003791.631536,14,benign,benign,benign,0,quad9_1,quad9_1_14,True,benign,False
423,1790003792.527488,6.2052130699157715,224,12136,120,104,7264,4872,60.53333333333333,46.84615384615385,19.3385784900419,16.760101358036312,0.4642857142857143,0.4014502307185234,1790003798.732701,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
424,1790003799.37192,2.5572009086608887,144,8636,76,68,5596,3040,73.63157894736842,44.705882352941174,29.71999569630936,26.59157509669785,0.4722222222222222,0.35201482167670217,1790003801.929121,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
425,1790003802.94313,7.348366022109985,268,28368,144,124,6496,21872,45.111111111111114,176.38709677419354,19.59619316276958,16.874499667940473,0.4626865671641791,0.7710095882684715,1790003810.291496,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
426,1790003810.48484,1.4026260375976562,144,8668,76,68,5588,3080,73.52631578947368,45.294117647058826,54.18407897957518,48.48049171856727,0.4722222222222222,0.3553299492385787,1790003811.887466,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
427,1790003812.140227,4.144697904586792,160,9548,84,76,6032,3516,71.80952380952381,46.26315789473684,20.266857062619724,18.336680199513083,0.475,0.3682446585672392,1790003816.284925,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
428,1790003816.712971,4.134155988693237,188,25548,96,92,4912,20636,51.166666666666664,224.30434782608697,23.221184750298836,22.25363538570305,0.48936170212765956,0.8077344606231408,1790003820.847127,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
429,1790003821.014617,0.5533759593963623,84,6572,40,44,4392,2180,109.8,49.54545454545455,72.28358825640547,79.511947082046,0.5238095238095238,0.3317102860620816,1790003821.567993,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
430,1790003822.151911,2.2032999992370605,108,7732,56,52,5176,2556,92.42857142857143,49.15384615384615,25.416420832111466,23.60096220124636,0.48148148148148145,0.330574236937403,1790003824.355211,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
431,1790003824.671002,6.192939043045044,272,29060,148,124,6812,22248,46.027027027027025,179.41935483870967,23.89818452455314,20.02280325030128,0.45588235294117646,0.7655884377150722,1790003830.863941,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
432,1790003831.512261,0.8649179935455322,84,6512,40,44,4376,2136,109.4,48.54545454545455,46.247159035308314,50.87187493883915,0.5238095238095238,0.32800982800982803,1790003832.377179,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
433,1790003832.327831,5.498241901397705,212,12440,116,96,7216,5224,62.206896551724135,54.416666666666664,21.097653046242236,17.46012665895909,0.4528301886792453,0.419935691318328,1790003837.826073,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
434,1790003838.084798,2.222012996673584,168,23608,84,84,4428,19180,52.714285714285715,228.33333333333334,37.80355926169215,37.80355926169215,0.5,0.8124364622161979,1790003840.306811,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
435,1790003840.801493,4.296378135681152,168,10360,92,76,6412,3948,69.69565217391305,51.94736842105263,21.413385203677894,17.689318211733912,0.4523809523809524,0.3810810810810811,1790003845.097871,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
436,1790003845.655077,1.9618449211120605,124,7748,64,60,5184,2564,81.0,42.733333333333334,32.62235424995874,30.58345710933632,0.4838709677419355,0.33092410944759937,1790003847.616922,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
437,1790003848.680894,2.417419195175171,168,24728,80,88,4836,19892,60.45,226.04545454545453,33.093143365316514,36.40245770184817,0.5238095238095238,0.8044322225816888,1790003851.098313,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
438,1790003851.852614,8.683475971221924,324,18604,184,140,9720,8884,52.82608695652174,63.457142857142856,21.18967111900787,16.12257585141903,0.43209876543209874,0.47753171360997637,1790003860.53609,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
439,1790003861.228135,8.686450958251953,320,17508,184,136,9332,8176,50.71739130434783,60.11764705882353,21.182413955287885,15.656566836517133,0.425,0.4669865204477953,1790003869.914586,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
440,1790003870.582198,8.902770042419434,300,30440,164,136,7308,23132,44.5609756097561,170.08823529411765,18.421232854334296,15.27614431822844,0.4533333333333333,0.7599211563731931,1790003879.484968,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
441,1790003879.937919,2.0278091430664062,148,9372,76,72,5600,3772,73.6842105263158,52.388888888888886,37.47887233858437,35.506300110237824,0.4864864864864865,0.402475458813487,1790003881.965728,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
442,1790003882.690577,1.2136259078979492,104,7240,52,52,4768,2472,91.6923076923077,47.53846153846154,42.84681108206249,42.84681108206249,0.5,0.3414364640883978,1790003883.904203,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
443,1790003884.165643,2.753577947616577,184,24864,96,88,4908,19956,51.125,226.77272727272728,34.86373069013536,31.95841979929075,0.4782608695652174,0.8026061776061776,1790003886.919221,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
444,1790003887.251262,4.975091934204102,124,8444,60,64,5196,3248,86.6,50.75,12.060078646486078,12.86408388958515,0.5161290322580645,0.38465182378019896,1790003892.226354,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
445,1790003892.822416,6.5292298793792725,272,14668,148,124,7972,6696,53.86486486486486,54.0,22.667298093978307,18.99152002468453,0.45588235294117646,0.4565039541859831,1790003899.351646,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
446,1790003899.93658,2.7361459732055664,148,23692,72,76,4064,19628,56.44444444444444,258.2631578947368,26.314385528067238,27.776295835182083,0.5135135135135135,0.8284653047442174,1790003902.672726,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
447,1790003903.212226,0.8404750823974609,108,7372,52,56,4792,2580,92.15384615384616,46.07142857142857,61.86976995399988,66.62898302738448,0.5185185185185185,0.34997287032013025,1790003904.052701,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
448,1790003904.886151,3.895318031311035,152,9852,88,64,5956,3896,67.68181818181819,60.875,22.591223436095696,16.42998068079687,0.42105263157894735,0.39545269995939913,1790003908.781469,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
449,1790003909.383963,9.47582197189331,380,33728,212,168,8928,24800,42.113207547169814,147.61904761904762,22.372729313491046,17.729332663521205,0.4421052631578947,0.7352941176470589,1790003918.859785,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
450,1790003919.730681,2.088021993637085,140,8712,76,64,5624,3088,74.0,48.25,36.39808403915185,30.651018138233134,0.45714285714285713,0.3544536271808999,1790003921.818703,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
451,1790003922.50318,3.6676809787750244,172,9952,88,84,5980,3972,67.95454545454545,47.285714285714285,23.993362702279324,22.902755306721176,0.4883720930232558,0.3991157556270096,1790003926.170861,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
452,1790003926.953234,1.8269579410552979,152,24092,76,76,4460,19632,58.68421052631579,258.3157894736842,41.59920614050942,41.59920614050942,0.5,0.8148763074879628,1790003928.780192,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
453,1790003929.776565,3.4092979431152344,156,9756,88,68,6096,3660,69.27272727272727,53.8235294117647,25.81176578530133,19.945455379551028,0.4358974358974359,0.3751537515375154,1790003933.185863,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
454,1790003933.861308,3.992069959640503,188,11660,108,80,6800,4860,62.96296296296296,60.75,27.053634102576122,20.039728964871202,0.425531914893617,0.41680960548885077,1790003937.853378,15,benign,benign,benign,0,quad9_1,quad9_1_15,False,,False
